co,co2,formaldehyde,humidity,pm1,pm10,pm25,temperature,timestamp
1,481,0,57,22,30,27,28,1/16/2023 6:44
1,487,0,57,22,31,28,28,1/16/2023 6:46
1,479,0,57,19,27,24,28,1/16/2023 6:48
1,484,0,57,22,31,28,28,1/16/2023 6:50
1,484,0,57,22,30,27,28,1/16/2023 6:52
1,481,0,57,22,31,28,28,1/16/2023 6:54
1,484,0,57,22,31,28,28,1/16/2023 6:56
1,484,0,57,23,32,29,28,1/16/2023 6:58
1,476,0,57,24,34,30,28,1/16/2023 7:02
1,481,0,57,27,38,34,28,1/16/2023 7:04
1,497,0,57,26,36,32,28,1/16/2023 7:06
1,494,0,57,24,34,30,28,1/16/2023 7:08
1,488,0,57,24,34,30,28,1/16/2023 7:10
1,498,0,58,25,35,31,28,1/16/2023 7:12
1,504,0,57,25,35,31,28,1/16/2023 7:14
1,508,0,58,26,36,32,28,1/16/2023 7:16
1,508,0,58,26,37,33,28,1/16/2023 7:18
1,501,0,58,25,35,31,28,1/16/2023 7:20
1,504,0,58,23,32,29,28,1/16/2023 7:22
1,504,0,58,23,32,29,28,1/16/2023 7:24
1,502,0,57,25,35,31,28,1/16/2023 7:26
1,502,0,57,22,31,28,28,1/16/2023 7:28
1,503,0,57,23,32,29,28,1/16/2023 7:30
1,505,0,57,22,30,27,28,1/16/2023 7:32
1,496,0,56,23,32,29,28,1/16/2023 7:34
1,496,0,56,23,32,29,28,1/16/2023 7:36
1,499,0,56,21,29,26,28,1/16/2023 7:38
1,492,0,57,21,29,26,28,1/16/2023 7:40
1,495,0,57,21,29,26,26,1/16/2023 7:42
1,492,0,56,22,30,27,28,1/16/2023 7:44
1,494,0,56,22,31,28,26,1/16/2023 7:46
1,488,0,56,22,31,28,26,1/16/2023 7:48
1,492,0,56,19,27,24,26,1/16/2023 7:50
1,488,0,55,21,29,26,26,1/16/2023 7:52
1,490,0,56,20,28,25,26,1/16/2023 7:54
1,489,0,56,20,28,25,26,1/16/2023 7:56
1,489,0,56,19,27,24,26,1/16/2023 7:58
1,490,0,57,20,28,25,26,1/16/2023 8:02
1,482,0,57,19,27,24,26,1/16/2023 8:04
1,488,0,57,20,28,25,26,1/16/2023 8:06
1,487,0,58,21,29,26,26,1/16/2023 8:08
1,486,0,58,22,30,27,26,1/16/2023 8:10
1,492,0,57,18,26,23,26,1/16/2023 8:12
1,488,0,57,20,28,25,26,1/16/2023 8:14
1,483,0,57,20,28,25,26,1/16/2023 8:16
1,487,0,57,19,27,24,26,1/16/2023 8:18
1,491,0,57,21,29,26,26,1/16/2023 8:20
1,493,0,58,18,26,23,26,1/16/2023 8:22
1,491,0,58,17,24,22,26,1/16/2023 8:24
1,494,0,58,19,27,24,26,1/16/2023 8:26
1,493,0,58,19,27,24,26,1/16/2023 8:28
1,493,0,58,20,28,25,26,1/16/2023 8:30
1,494,0,57,17,24,22,26,1/16/2023 8:32
1,496,0,57,19,27,24,26,1/16/2023 8:34
1,499,0,57,19,27,24,26,1/16/2023 8:36
1,495,0,57,20,28,25,26,1/16/2023 8:38
1,495,0,58,19,27,24,26,1/16/2023 8:40
1,493,0,58,18,26,23,26,1/16/2023 8:42
1,496,0,58,19,27,24,26,1/16/2023 8:44
1,497,0,57,18,26,23,26,1/16/2023 8:46
1,490,0,57,17,24,22,26,1/16/2023 8:48
1,498,0,56,18,26,23,26,1/16/2023 8:50
1,505,0,55,18,26,23,26,1/16/2023 8:52
1,499,0,55,16,22,20,26,1/16/2023 8:54
1,503,0,55,16,22,20,26,1/16/2023 8:56
1,503,0,56,15,22,19,26,1/16/2023 8:58
1,505,0,56,17,23,21,26,1/16/2023 9:02
1,505,0,56,16,22,20,26,1/16/2023 9:04
1,505,0,56,17,23,21,26,1/16/2023 9:06
1,507,0,55,15,21,19,26,1/16/2023 9:08
1,509,0,55,16,22,20,26,1/16/2023 9:10
1,514,0,54,15,21,19,26,1/16/2023 9:12
1,510,0,54,13,19,17,26,1/16/2023 9:14
1,513,0,55,14,20,18,26,1/16/2023 9:16
1,514,0,56,13,19,17,26,1/16/2023 9:18
1,516,0,56,15,21,19,26,1/16/2023 9:20
1,515,0,57,15,21,19,26,1/16/2023 9:22
1,516,0,56,14,20,18,26,1/16/2023 9:24
1,515,0,56,15,21,19,26,1/16/2023 9:26
1,518,0,55,15,21,19,26,1/16/2023 9:28
1,517,0,55,14,20,18,26,1/16/2023 9:30
1,532,0,55,13,19,17,26,1/16/2023 9:32
1,522,0,55,15,21,19,26,1/16/2023 9:34
1,523,0,56,14,20,18,26,1/16/2023 9:36
1,534,0,56,15,21,19,26,1/16/2023 9:38
1,526,0,56,15,21,19,26,1/16/2023 9:40
1,522,0,57,16,22,20,26,1/16/2023 9:42
1,536,0,57,15,21,19,26,1/16/2023 9:44
1,528,0,57,15,21,19,26,1/16/2023 9:46
1,525,0,57,16,22,20,26,1/16/2023 9:48
1,534,0,57,16,22,20,26,1/16/2023 9:50
1,532,0,56,13,19,17,26,1/16/2023 9:52
1,535,0,56,16,22,20,26,1/16/2023 9:54
1,532,0,56,14,20,18,26,1/16/2023 9:56
1,529,0,56,15,21,19,26,1/16/2023 9:58
1,531,0,57,15,21,19,26,1/16/2023 10:02
1,543,0,57,13,19,17,26,1/16/2023 10:04
1,537,0,57,14,20,18,26,1/16/2023 10:06
1,546,0,58,15,21,19,26,1/16/2023 10:08
1,545,0,58,15,21,19,26,1/16/2023 10:10
1,560,0,57,15,21,19,26,1/16/2023 10:12
1,554,0,57,15,21,19,26,1/16/2023 10:14
1,557,0,57,14,20,18,26,1/16/2023 10:16
1,555,0,57,14,20,18,26,1/16/2023 10:18
1,554,0,57,14,20,18,26,1/16/2023 10:20
1,556,0,57,13,19,17,26,1/16/2023 10:22
1,556,0,57,14,20,18,26,1/16/2023 10:24
1,550,0,57,15,21,19,26,1/16/2023 10:26
1,555,0,57,14,20,18,26,1/16/2023 10:28
1,554,0,57,15,21,19,26,1/16/2023 10:30
1,562,0,57,13,19,17,26,1/16/2023 10:32
1,559,0,56,15,21,19,26,1/16/2023 10:34
1,559,0,56,15,21,19,26,1/16/2023 10:36
1,556,0,55,14,20,18,26,1/16/2023 10:38
1,548,0,55,14,20,18,26,1/16/2023 10:40
1,559,0,56,15,21,19,26,1/16/2023 10:42
1,563,0,57,15,21,19,26,1/16/2023 10:44
1,555,0,57,14,20,18,26,1/16/2023 10:46
1,566,0,57,14,20,18,26,1/16/2023 10:48
1,561,0,57,16,22,20,26,1/16/2023 10:50
1,558,0,57,16,22,20,26,1/16/2023 10:52
1,562,0,57,14,20,18,26,1/16/2023 10:54
1,561,0,56,14,20,18,26,1/16/2023 10:56
1,557,0,56,14,20,18,26,1/16/2023 10:58
1,557,0,57,13,19,17,30,1/16/2023 11:02
1,567,0,57,14,20,18,30,1/16/2023 11:04
1,567,0,57,14,20,18,30,1/16/2023 11:06
1,570,0,57,13,19,17,30,1/16/2023 11:08
1,562,0,57,13,19,17,30,1/16/2023 11:10
1,575,0,57,13,19,17,30,1/16/2023 11:12
1,572,0,57,14,20,18,26,1/16/2023 11:14
1,572,0,56,13,18,16,26,1/16/2023 11:16
1,572,0,56,13,18,16,26,1/16/2023 11:18
1,559,0,56,13,18,16,26,1/16/2023 11:20
1,558,0,56,13,19,17,26,1/16/2023 11:22
1,555,0,57,13,18,16,26,1/16/2023 11:24
1,595,0,57,16,22,20,26,1/16/2023 11:26
1,590,0,57,13,19,17,26,1/16/2023 11:28
1,587,0,57,14,20,18,26,1/16/2023 11:30
1,580,0,56,13,19,17,30,1/16/2023 11:52
1,563,0,56,13,18,16,26,1/16/2023 11:54
1,558,0,55,14,20,18,26,1/16/2023 11:56
1,563,0,55,14,20,18,26,1/16/2023 11:58
1,569,0,55,14,20,18,26,1/16/2023 12:02
1,558,0,56,13,19,17,26,1/16/2023 12:04
1,568,0,56,14,20,18,26,1/16/2023 12:06
1,573,0,56,14,20,18,26,1/16/2023 12:08
1,569,0,56,13,19,17,26,1/16/2023 12:10
1,570,0,56,13,18,16,26,1/16/2023 12:12
1,567,0,56,13,18,16,26,1/16/2023 12:14
1,557,0,56,13,18,16,26,1/16/2023 12:16
1,562,0,56,15,21,19,26,1/16/2023 12:18
1,563,0,56,13,18,16,26,1/16/2023 12:20
1,586,0,57,15,21,19,26,1/16/2023 12:22
1,558,0,57,14,20,18,26,1/16/2023 12:24
1,544,0,57,14,20,18,26,1/16/2023 12:26
1,551,0,56,13,19,17,26,1/16/2023 12:28
1,551,0,55,14,20,18,26,1/16/2023 12:30
1,540,0,55,13,19,17,26,1/16/2023 12:32
1,576,0,55,13,19,17,26,1/16/2023 12:34
1,568,0,55,13,18,16,26,1/16/2023 12:36
1,540,0,55,14,20,18,26,1/16/2023 12:38
1,521,0,56,13,19,17,26,1/16/2023 12:40
1,527,0,56,13,19,17,26,1/16/2023 12:42
1,531,0,56,14,20,18,26,1/16/2023 12:44
1,533,0,56,14,20,18,26,1/16/2023 12:46
1,526,0,56,14,20,18,26,1/16/2023 12:48
1,529,0,55,14,20,18,26,1/16/2023 12:50
1,524,0,55,14,20,18,26,1/16/2023 12:52
1,528,0,56,14,20,18,26,1/16/2023 12:54
1,529,0,56,15,21,19,26,1/16/2023 12:56
1,527,0,57,14,20,18,26,1/16/2023 12:58
1,535,0,56,14,20,18,26,1/16/2023 13:02
1,549,0,56,13,18,16,26,1/16/2023 13:04
1,554,0,56,14,20,18,26,1/16/2023 13:06
1,561,0,55,13,19,17,26,1/16/2023 13:08
1,517,0,54,12,17,15,26,1/16/2023 13:10
1,542,0,55,13,18,16,26,1/16/2023 13:12
1,538,0,55,13,19,17,26,1/16/2023 13:14
1,544,0,56,13,18,16,26,1/16/2023 13:16
1,543,0,56,13,19,17,26,1/16/2023 13:18
1,546,0,56,13,18,16,30,1/16/2023 13:20
1,549,0,56,12,17,15,26,1/16/2023 13:22
1,542,0,57,12,17,15,26,1/16/2023 13:24
1,564,0,57,13,18,16,26,1/16/2023 13:26
1,556,0,57,13,18,16,26,1/16/2023 13:28
1,555,0,56,13,18,16,26,1/16/2023 13:30
1,555,0,55,13,18,16,26,1/16/2023 13:32
1,554,0,55,12,17,15,26,1/16/2023 13:34
1,530,0,55,12,17,15,26,1/16/2023 13:36
1,554,0,55,12,17,15,26,1/16/2023 13:38
1,530,0,56,12,17,15,26,1/16/2023 13:40
1,556,0,56,13,18,16,26,1/16/2023 13:42
1,559,0,56,13,18,16,26,1/16/2023 13:44
1,569,0,57,12,17,15,26,1/16/2023 13:46
1,560,0,57,13,18,16,26,1/16/2023 13:48
1,604,0,57,12,17,15,26,1/16/2023 13:50
1,568,0,56,13,18,16,26,1/16/2023 13:52
1,557,0,55,13,18,16,26,1/16/2023 13:54
1,547,0,55,13,18,16,26,1/16/2023 13:56
1,549,0,54,13,18,16,26,1/16/2023 13:58
1,534,0,54,13,18,16,26,1/16/2023 14:02
1,570,0,55,13,19,17,26,1/16/2023 14:04
1,551,0,55,12,17,15,26,1/16/2023 14:06
1,542,0,55,13,19,17,26,1/16/2023 14:08
1,543,0,56,14,20,18,26,1/16/2023 14:10
1,550,0,56,13,19,17,26,1/16/2023 14:12
1,550,0,56,14,20,18,26,1/16/2023 14:14
1,554,0,56,14,20,18,26,1/16/2023 14:16
1,555,0,56,13,19,17,26,1/16/2023 14:18
1,555,0,56,16,22,20,26,1/16/2023 14:20
1,589,0,56,14,20,18,26,1/16/2023 14:22
1,583,0,57,14,20,18,26,1/16/2023 14:24
1,591,0,57,13,19,17,26,1/16/2023 14:26
1,590,0,57,14,20,18,26,1/16/2023 14:28
1,591,0,57,14,20,18,26,1/16/2023 14:30
1,587,0,56,16,22,20,26,1/16/2023 14:32
1,594,0,56,13,19,17,26,1/16/2023 14:34
1,594,0,56,13,19,17,26,1/16/2023 14:36
1,619,0,56,13,19,17,26,1/16/2023 14:38
1,606,0,56,14,20,18,26,1/16/2023 14:40
1,592,0,56,14,20,18,26,1/16/2023 14:42
1,611,0,56,13,19,17,26,1/16/2023 14:44
1,618,0,56,13,19,17,26,1/16/2023 14:46
1,620,0,55,14,20,18,26,1/16/2023 14:48
1,620,0,55,13,19,17,26,1/16/2023 14:50
1,636,0,54,14,20,18,28,1/16/2023 14:52
1,605,0,55,13,18,16,26,1/16/2023 14:54
1,609,0,55,13,19,17,26,1/16/2023 14:56
1,765,0,55,13,19,17,26,1/16/2023 14:58
1,616,0,56,13,19,17,26,1/16/2023 15:02
1,616,0,56,13,19,17,26,1/16/2023 15:04
1,611,0,56,13,19,17,26,1/16/2023 15:06
1,627,0,56,13,18,16,26,1/16/2023 15:08
1,597,0,57,14,20,18,26,1/16/2023 15:10
1,618,0,55,12,17,15,26,1/16/2023 15:12
1,610,0,55,14,20,18,26,1/16/2023 15:14
1,617,0,55,13,18,16,26,1/16/2023 15:16
1,614,0,56,12,17,15,26,1/16/2023 15:18
1,628,0,56,13,18,16,26,1/16/2023 15:20
1,648,0,56,13,19,17,26,1/16/2023 15:22
1,599,0,56,13,18,16,26,1/16/2023 15:24
1,639,0,56,13,19,17,26,1/16/2023 15:26
1,626,0,56,13,18,16,26,1/16/2023 15:28
1,626,0,56,13,19,17,26,1/16/2023 15:30
1,621,0,56,14,20,18,26,1/16/2023 15:32
1,629,0,55,13,18,16,26,1/16/2023 15:34
1,629,0,55,13,18,16,26,1/16/2023 15:36
1,644,0,55,13,19,17,26,1/16/2023 15:38
1,610,0,55,13,18,16,26,1/16/2023 15:40
1,618,0,55,13,18,16,26,1/16/2023 15:42
1,623,0,55,13,18,16,26,1/16/2023 15:44
1,616,0,55,13,19,17,26,1/16/2023 15:46
1,615,0,55,13,18,16,26,1/16/2023 15:48
1,620,0,56,13,19,17,26,1/16/2023 15:50
1,608,0,56,13,19,17,26,1/16/2023 15:52
1,657,0,56,13,19,17,26,1/16/2023 15:54
1,630,0,55,13,19,17,26,1/16/2023 15:56
1,610,0,55,13,19,17,26,1/16/2023 15:58
1,618,0,55,13,18,16,26,1/16/2023 16:02
1,607,0,54,14,20,18,28,1/16/2023 16:04
1,611,0,55,13,18,16,28,1/16/2023 16:06
1,610,0,55,15,21,19,28,1/16/2023 16:08
1,610,0,55,14,20,18,26,1/16/2023 16:10
1,609,0,55,15,21,19,26,1/16/2023 16:12
1,606,0,55,13,19,17,26,1/16/2023 16:14
1,608,0,55,14,20,18,26,1/16/2023 16:16
1,610,0,55,15,21,19,26,1/16/2023 16:18
1,598,0,55,13,19,17,26,1/16/2023 16:20
1,617,0,55,14,20,18,26,1/16/2023 16:22
1,596,0,55,14,20,18,26,1/16/2023 16:24
1,598,0,55,13,19,17,26,1/16/2023 16:26
1,596,0,55,15,21,19,26,1/16/2023 16:28
1,592,0,56,15,21,19,26,1/16/2023 16:30
1,594,0,56,15,21,19,26,1/16/2023 16:32
1,593,0,56,14,20,18,26,1/16/2023 16:34
1,599,0,56,14,20,18,26,1/16/2023 16:36
1,606,0,56,13,18,16,26,1/16/2023 16:38
1,600,0,55,15,21,19,26,1/16/2023 16:40
1,597,0,54,13,18,16,26,1/16/2023 16:42
1,598,0,54,13,19,17,28,1/16/2023 16:44
1,598,0,53,13,18,16,28,1/16/2023 16:46
1,598,0,54,14,20,18,28,1/16/2023 16:48
1,595,0,54,13,18,16,28,1/16/2023 16:50
1,596,0,54,14,20,18,28,1/16/2023 16:52
1,591,0,54,13,18,16,28,1/16/2023 16:54
1,596,0,54,13,19,17,28,1/16/2023 16:56
1,583,0,54,13,18,16,28,1/16/2023 16:58
1,593,0,54,13,18,16,28,1/16/2023 17:02
1,575,0,54,13,19,17,28,1/16/2023 17:04
1,604,0,54,13,18,16,28,1/16/2023 17:06
1,590,0,53,13,18,16,28,1/16/2023 17:08
1,586,0,53,14,20,18,28,1/16/2023 17:10
1,582,0,53,13,19,17,28,1/16/2023 17:12
1,580,0,53,14,20,18,28,1/16/2023 17:14
1,590,0,53,13,18,16,28,1/16/2023 17:16
1,593,0,53,14,20,18,28,1/16/2023 17:18
1,644,0,53,14,20,18,28,1/16/2023 17:20
1,623,0,53,14,20,18,28,1/16/2023 17:22
1,627,0,53,13,19,17,28,1/16/2023 17:24
1,628,0,53,14,20,18,28,1/16/2023 17:26
1,625,0,53,13,19,17,28,1/16/2023 17:28
1,660,0,53,12,17,15,28,1/16/2023 17:30
1,664,0,53,14,20,18,28,1/16/2023 17:32
1,643,0,53,13,18,16,28,1/16/2023 17:34
1,654,0,53,14,20,18,28,1/16/2023 17:36
1,650,0,53,13,19,17,28,1/16/2023 17:38
1,665,0,53,13,18,16,28,1/16/2023 17:40
1,655,0,53,14,20,18,28,1/16/2023 17:42
1,664,0,53,13,18,16,28,1/16/2023 17:44
1,659,0,54,13,19,17,28,1/16/2023 17:46
1,664,0,54,13,19,17,28,1/16/2023 17:48
1,664,0,54,15,21,19,28,1/16/2023 17:50
1,662,0,54,13,19,17,28,1/16/2023 17:52
1,671,0,54,13,19,17,28,1/16/2023 17:54
1,668,0,54,14,20,18,28,1/16/2023 17:56
1,676,0,54,13,19,17,28,1/16/2023 17:58
1,681,0,54,13,19,17,28,1/16/2023 18:02
1,685,0,54,13,19,17,28,1/16/2023 18:04
1,690,0,54,16,22,20,28,1/16/2023 18:06
1,690,0,54,16,22,20,28,1/16/2023 18:08
1,686,0,54,16,22,20,28,1/16/2023 18:10
1,683,0,54,15,21,19,28,1/16/2023 18:12
1,683,0,54,15,21,19,28,1/16/2023 18:14
1,671,0,54,16,22,20,28,1/16/2023 18:16
1,675,0,54,15,21,19,28,1/16/2023 18:18
1,678,0,54,16,22,20,28,1/16/2023 18:20
1,675,0,54,16,22,20,28,1/16/2023 18:22
1,674,0,54,15,21,19,28,1/16/2023 18:24
1,674,0,54,17,23,21,28,1/16/2023 18:26
1,674,0,54,17,23,21,28,1/16/2023 18:28
1,674,0,54,16,22,20,28,1/16/2023 18:30
1,683,0,54,16,22,20,28,1/16/2023 18:32
1,672,0,54,17,23,21,28,1/16/2023 18:34
1,663,0,54,17,24,22,28,1/16/2023 18:36
1,665,0,54,17,23,21,28,1/16/2023 18:38
1,656,0,54,18,26,23,28,1/16/2023 18:40
1,667,0,54,19,27,24,28,1/16/2023 18:42
1,641,0,55,18,26,23,28,1/16/2023 18:44
1,686,0,55,17,24,22,28,1/16/2023 18:46
1,655,0,55,19,27,24,28,1/16/2023 18:48
1,656,0,55,19,27,24,28,1/16/2023 18:50
1,656,0,55,18,26,23,28,1/16/2023 18:52
1,655,0,55,19,27,24,28,1/16/2023 18:54
1,661,0,55,18,26,23,28,1/16/2023 18:56
1,661,0,55,17,24,22,28,1/16/2023 18:58
1,657,0,55,19,27,24,28,1/16/2023 19:02
1,660,0,55,18,26,23,28,1/16/2023 19:04
1,661,0,55,17,24,22,28,1/16/2023 19:06
1,653,0,55,20,28,25,28,1/16/2023 19:08
1,658,0,55,17,24,22,28,1/16/2023 19:10
1,664,0,55,18,26,23,28,1/16/2023 19:12
1,665,0,55,17,24,22,28,1/16/2023 19:14
1,660,0,55,18,26,23,28,1/16/2023 19:16
1,666,0,55,17,23,21,28,1/16/2023 19:18
1,660,0,55,18,26,23,28,1/16/2023 19:20
1,663,0,55,16,22,20,28,1/16/2023 19:22
1,669,0,55,17,24,22,28,1/16/2023 19:24
1,662,0,55,17,24,22,28,1/16/2023 19:26
1,663,0,55,18,26,23,28,1/16/2023 19:28
1,668,0,55,17,23,21,28,1/16/2023 19:30
1,666,0,55,18,26,23,28,1/16/2023 19:32
1,657,0,55,18,26,23,28,1/16/2023 19:34
1,665,0,55,18,26,23,28,1/16/2023 19:36
1,665,0,55,17,24,22,28,1/16/2023 19:38
1,660,0,55,19,27,24,28,1/16/2023 19:40
1,664,0,55,18,26,23,28,1/16/2023 19:42
1,662,0,55,17,23,21,28,1/16/2023 19:44
1,662,0,55,17,24,22,28,1/16/2023 19:46
1,668,0,55,17,24,22,28,1/16/2023 19:48
1,664,0,55,17,24,22,28,1/16/2023 19:50
1,668,0,55,18,26,23,28,1/16/2023 19:52
1,662,0,55,18,26,23,28,1/16/2023 19:54
1,665,0,55,17,24,22,28,1/16/2023 19:56
1,661,0,55,18,26,23,28,1/16/2023 19:58
1,660,0,55,17,23,21,28,1/16/2023 20:02
1,658,0,55,19,27,24,28,1/16/2023 20:04
1,664,0,55,17,24,22,28,1/16/2023 20:06
1,667,0,55,18,26,23,28,1/16/2023 20:08
1,664,0,55,17,24,22,28,1/16/2023 20:10
1,660,0,55,17,24,22,28,1/16/2023 20:12
1,662,0,55,18,26,23,28,1/16/2023 20:14
1,666,0,55,16,22,20,28,1/16/2023 20:16
1,664,0,55,19,27,24,28,1/16/2023 20:18
1,674,0,55,17,23,21,28,1/16/2023 20:20
1,633,0,55,17,24,22,28,1/16/2023 20:22
1,660,0,55,17,23,21,28,1/16/2023 20:24
1,654,0,55,18,26,23,28,1/16/2023 20:26
1,657,0,55,17,24,22,28,1/16/2023 20:28
1,652,0,55,17,24,22,28,1/16/2023 20:30
1,667,0,55,18,26,23,28,1/16/2023 20:32
1,645,0,55,17,24,22,28,1/16/2023 20:34
1,656,0,55,18,26,23,28,1/16/2023 20:36
1,660,0,55,17,23,21,28,1/16/2023 20:38
1,651,0,55,18,26,23,28,1/16/2023 20:40
1,651,0,55,17,24,22,28,1/16/2023 20:42
1,651,0,55,17,23,21,28,1/16/2023 20:44
1,651,0,55,19,27,24,28,1/16/2023 20:46
1,655,0,55,17,23,21,28,1/16/2023 20:48
1,654,0,55,18,26,23,28,1/16/2023 20:50
1,652,0,55,18,26,23,28,1/16/2023 20:52
1,654,0,55,18,26,23,28,1/16/2023 20:54
1,654,0,55,17,24,22,28,1/16/2023 20:56
1,652,0,55,17,23,21,28,1/16/2023 20:58
1,652,0,55,18,26,23,28,1/16/2023 21:02
1,656,0,55,17,24,22,28,1/16/2023 21:04
1,655,0,55,19,27,24,28,1/16/2023 21:06
1,649,0,55,16,22,20,28,1/16/2023 21:08
1,651,0,55,17,24,22,28,1/16/2023 21:10
1,645,0,55,17,24,22,28,1/16/2023 21:12
1,640,0,55,17,24,22,28,1/16/2023 21:14
1,644,0,55,17,23,21,28,1/16/2023 21:16
1,634,0,55,17,24,22,28,1/16/2023 21:18
1,640,0,55,17,24,22,28,1/16/2023 21:20
1,641,0,55,17,24,22,28,1/16/2023 21:22
1,638,0,55,17,24,22,28,1/16/2023 21:24
1,653,0,55,18,26,23,28,1/16/2023 21:26
1,640,0,56,18,26,23,28,1/16/2023 21:28
1,642,0,56,17,24,22,28,1/16/2023 21:30
1,634,0,55,17,24,22,28,1/16/2023 21:32
1,637,0,55,17,24,22,28,1/16/2023 21:34
1,634,0,55,19,27,24,28,1/16/2023 21:36
1,635,0,55,17,23,21,28,1/16/2023 21:38
1,635,0,55,17,24,22,28,1/16/2023 21:40
1,626,0,55,17,23,21,28,1/16/2023 21:42
1,629,0,55,17,24,22,28,1/16/2023 21:44
1,633,0,55,17,23,21,28,1/16/2023 21:46
1,634,0,55,16,22,20,28,1/16/2023 21:48
1,633,0,56,17,24,22,28,1/16/2023 21:50
1,626,0,55,17,24,22,28,1/16/2023 21:52
1,637,0,55,17,24,22,28,1/16/2023 21:54
1,623,0,55,17,24,22,28,1/16/2023 21:56
1,630,0,55,17,23,21,28,1/16/2023 21:58
1,628,0,55,17,23,21,28,1/16/2023 22:02
1,636,0,56,17,23,21,28,1/16/2023 22:04
1,632,0,56,17,24,22,28,1/16/2023 22:06
1,627,0,55,17,24,22,28,1/16/2023 22:08
1,622,0,55,17,24,22,28,1/16/2023 22:10
1,624,0,56,17,24,22,28,1/16/2023 22:12
1,620,0,55,18,26,23,28,1/16/2023 22:14
1,621,0,55,16,22,20,28,1/16/2023 22:16
1,615,0,56,16,22,20,28,1/16/2023 22:18
1,623,0,56,17,24,22,28,1/16/2023 22:20
1,619,0,56,17,23,21,28,1/16/2023 22:22
1,621,0,56,16,22,20,28,1/16/2023 22:24
1,620,0,56,17,23,21,28,1/16/2023 22:26
1,615,0,56,15,21,19,28,1/16/2023 22:28
1,618,0,55,16,22,20,28,1/16/2023 22:30
1,617,0,55,17,23,21,28,1/16/2023 22:32
1,617,0,56,17,24,22,28,1/16/2023 22:34
1,613,0,55,17,24,22,28,1/16/2023 22:36
1,610,0,56,17,24,22,28,1/16/2023 22:38
1,617,0,56,17,23,21,28,1/16/2023 22:40
1,614,0,56,17,23,21,28,1/16/2023 22:42
1,615,0,56,17,24,22,28,1/16/2023 22:44
1,613,0,56,17,23,21,28,1/16/2023 22:46
1,612,0,56,16,22,20,28,1/16/2023 22:48
1,606,0,56,17,23,21,28,1/16/2023 22:50
1,606,0,56,17,24,22,28,1/16/2023 22:52
1,614,0,56,17,24,22,28,1/16/2023 22:54
1,612,0,56,16,22,20,28,1/16/2023 22:56
1,605,0,56,17,24,22,28,1/16/2023 22:58
1,602,0,56,17,23,21,28,1/16/2023 23:02
1,604,0,56,17,23,21,28,1/16/2023 23:04
1,604,0,56,17,24,22,28,1/16/2023 23:06
1,597,0,56,15,21,19,28,1/16/2023 23:08
1,598,0,56,17,24,22,28,1/16/2023 23:10
1,600,0,56,17,23,21,28,1/16/2023 23:12
1,601,0,56,17,24,22,28,1/16/2023 23:14
1,600,0,56,17,23,21,28,1/16/2023 23:16
1,605,0,56,16,22,20,28,1/16/2023 23:18
1,603,0,56,18,26,23,28,1/16/2023 23:20
1,596,0,56,17,23,21,28,1/16/2023 23:22
1,597,0,56,16,22,20,28,1/16/2023 23:24
1,593,0,56,17,24,22,28,1/16/2023 23:26
1,595,0,56,16,22,20,28,1/16/2023 23:28
1,598,0,56,16,22,20,28,1/16/2023 23:30
1,594,0,55,17,23,21,28,1/16/2023 23:32
1,592,0,56,17,24,22,28,1/16/2023 23:34
1,595,0,56,17,23,21,28,1/16/2023 23:36
1,592,0,56,17,23,21,28,1/16/2023 23:38
1,585,0,56,14,20,18,28,1/16/2023 23:40
1,587,0,56,16,22,20,28,1/16/2023 23:42
1,591,0,56,16,22,20,28,1/16/2023 23:44
1,591,0,55,17,23,21,28,1/16/2023 23:46
1,588,0,56,17,24,22,28,1/16/2023 23:48
1,590,0,56,15,21,19,28,1/16/2023 23:50
1,592,0,56,17,23,21,28,1/16/2023 23:52
1,610,0,56,17,23,21,28,1/16/2023 23:54
1,648,0,56,16,22,20,28,1/16/2023 23:56
1,664,0,56,17,23,21,28,1/16/2023 23:58
1,684,0,56,17,23,21,28,1/17/2023 0:02
1,700,0,56,16,22,20,28,1/17/2023 0:04
1,720,0,56,15,21,19,28,1/17/2023 0:06
1,736,0,56,16,22,20,28,1/17/2023 0:08
1,726,0,56,16,22,20,28,1/17/2023 0:10
1,725,0,56,17,23,21,28,1/17/2023 0:12
1,726,0,56,15,21,19,28,1/17/2023 0:14
1,728,0,56,17,23,21,28,1/17/2023 0:16
1,734,0,56,16,22,20,28,1/17/2023 0:18
1,721,0,56,16,22,20,28,1/17/2023 0:20
1,719,0,56,17,23,21,28,1/17/2023 0:22
1,721,0,56,17,23,21,28,1/17/2023 0:24
1,719,0,56,16,22,20,28,1/17/2023 0:26
1,755,0,56,16,22,20,28,1/17/2023 0:28
1,721,0,56,15,21,19,28,1/17/2023 0:30
1,724,0,56,16,22,20,28,1/17/2023 0:32
1,720,0,56,16,22,20,28,1/17/2023 0:34
1,709,0,56,17,23,21,28,1/17/2023 0:36
1,719,0,56,17,24,22,28,1/17/2023 0:38
1,720,0,56,15,21,19,28,1/17/2023 0:40
1,716,0,56,16,22,20,28,1/17/2023 0:42
1,711,0,56,16,22,20,28,1/17/2023 0:44
1,715,0,55,16,22,20,28,1/17/2023 0:46
1,696,0,56,17,23,21,28,1/17/2023 0:48
1,716,0,56,16,22,20,28,1/17/2023 0:50
1,716,0,56,16,22,20,28,1/17/2023 0:52
