co,co2,formaldehyde,humidity,pm1,pm10,pm25,temperature,timestamp
1,414,0,64,14,20,18,26,12/25/2022 7:24
1,437,0,64,18,27,23,26,12/25/2022 7:26
1,412,0,64,17,24,22,26,12/25/2022 7:28
1,382,0,64,17,24,22,26,12/25/2022 7:30
1,332,0,64,17,24,22,26,12/25/2022 7:32
1,485,0,64,16,22,20,26,12/25/2022 7:34
1,424,0,64,20,28,25,26,12/25/2022 7:36
1,571,0,63,18,26,23,26,12/25/2022 7:38
1,513,0,63,19,27,24,26,12/25/2022 7:40
1,467,0,63,19,27,24,26,12/25/2022 7:42
1,501,0,62,20,28,25,26,12/25/2022 7:44
1,559,0,62,19,27,24,26,12/25/2022 7:46
1,453,0,61,21,29,26,26,12/25/2022 7:48
1,593,0,61,20,28,25,26,12/25/2022 7:50
1,487,0,61,16,22,20,26,12/25/2022 7:52
1,513,0,61,18,26,23,25,12/25/2022 7:54
1,489,0,62,20,28,25,25,12/25/2022 7:56
1,644,0,62,18,26,23,26,12/25/2022 7:58
1,556,0,62,19,27,24,25,12/25/2022 8:02
1,581,0,62,20,28,25,25,12/25/2022 8:04
1,598,0,62,17,24,22,26,12/25/2022 8:06
1,577,0,62,18,26,23,26,12/25/2022 8:08
1,526,0,62,17,24,22,26,12/25/2022 8:10
1,524,0,61,17,24,22,26,12/25/2022 8:12
1,553,0,61,17,24,22,26,12/25/2022 8:14
1,537,0,61,19,27,24,25,12/25/2022 8:16
1,501,0,62,18,26,23,25,12/25/2022 8:18
1,638,0,62,18,26,23,25,12/25/2022 8:20
1,613,0,62,17,24,22,25,12/25/2022 8:22
1,554,0,62,17,23,21,25,12/25/2022 8:24
1,521,0,62,18,26,23,25,12/25/2022 8:26
1,704,0,61,17,25,22,25,12/25/2022 8:28
1,610,0,61,17,23,21,26,12/25/2022 8:30
1,676,0,60,17,23,21,26,12/25/2022 8:32
1,686,0,60,17,23,21,26,12/25/2022 8:34
1,728,0,61,17,23,21,26,12/25/2022 8:36
1,689,0,61,17,23,21,26,12/25/2022 8:38
1,908,0,61,17,23,21,26,12/25/2022 8:40
1,637,0,61,16,23,20,26,12/25/2022 8:42
1,803,0,60,18,26,23,26,12/25/2022 8:44
1,789,0,60,16,22,20,26,12/25/2022 8:46
1,789,0,60,17,24,22,26,12/25/2022 8:48
1,757,0,60,16,22,20,26,12/25/2022 8:50
1,768,0,60,14,20,18,26,12/25/2022 8:52
1,719,0,60,16,22,20,26,12/25/2022 8:54
1,729,0,60,17,23,21,26,12/25/2022 8:56
1,870,0,60,15,21,19,26,12/25/2022 8:58
1,801,0,61,15,21,19,26,12/25/2022 9:02
1,703,0,61,17,23,21,26,12/25/2022 9:04
1,764,0,61,16,22,20,26,12/25/2022 9:06
1,795,0,61,17,23,21,26,12/25/2022 9:08
1,793,0,61,16,22,20,26,12/25/2022 9:10
1,870,0,61,15,21,19,26,12/25/2022 9:12
1,668,0,61,14,20,18,26,12/25/2022 9:14
1,948,0,61,17,23,21,26,12/25/2022 9:16
1,766,0,61,15,21,19,26,12/25/2022 9:18
1,816,0,61,13,19,17,26,12/25/2022 9:20
1,766,0,61,15,21,19,26,12/25/2022 9:22
1,834,0,61,16,22,20,26,12/25/2022 9:24
1,756,0,61,14,20,18,26,12/25/2022 9:26
1,687,0,61,16,22,20,26,12/25/2022 9:28
1,860,0,61,17,23,21,25,12/25/2022 9:30
1,816,0,61,15,21,19,25,12/25/2022 9:32
1,787,0,61,14,20,18,25,12/25/2022 9:34
1,798,0,61,13,19,17,25,12/25/2022 9:36
1,721,0,61,16,22,20,25,12/25/2022 9:38
1,878,0,61,13,19,17,25,12/25/2022 9:40
1,841,0,61,15,21,19,25,12/25/2022 9:42
1,796,0,61,14,20,18,25,12/25/2022 9:44
1,836,0,60,15,21,19,26,12/25/2022 9:46
1,824,0,60,13,18,16,26,12/25/2022 9:48
1,809,0,59,16,22,20,26,12/25/2022 9:50
1,800,0,59,17,23,21,26,12/25/2022 9:52
1,808,0,59,15,21,19,26,12/25/2022 9:54
1,794,0,59,14,20,18,26,12/25/2022 9:56
1,844,0,59,13,19,17,26,12/25/2022 9:58
1,615,0,59,15,21,19,26,12/25/2022 10:02
1,929,0,59,14,20,18,26,12/25/2022 10:04
1,786,0,59,13,18,16,26,12/25/2022 10:06
1,778,0,59,14,20,18,26,12/25/2022 10:08
1,728,0,59,15,21,19,26,12/25/2022 10:10
1,847,0,60,15,21,19,26,12/25/2022 10:12
1,848,0,59,14,20,18,26,12/25/2022 10:14
1,874,0,60,14,20,18,25,12/25/2022 10:16
1,728,0,59,14,20,18,26,12/25/2022 10:18
1,760,0,59,14,20,18,26,12/25/2022 10:20
1,842,0,59,15,21,19,25,12/25/2022 10:22
1,743,0,60,13,19,17,25,12/25/2022 10:24
1,756,0,60,14,20,18,25,12/25/2022 10:26
1,774,0,60,13,19,17,25,12/25/2022 10:28
1,802,0,60,14,20,18,25,12/25/2022 10:30
1,770,0,60,14,20,18,26,12/25/2022 10:32
1,791,0,59,13,19,17,26,12/25/2022 10:34
1,777,0,59,15,21,19,26,12/25/2022 10:36
1,761,0,59,12,17,15,26,12/25/2022 10:38
1,812,0,59,16,22,20,26,12/25/2022 10:40
1,812,0,59,15,21,19,26,12/25/2022 10:42
1,784,0,59,14,20,18,26,12/25/2022 10:44
1,775,0,59,14,20,18,26,12/25/2022 10:46
1,772,0,59,14,20,18,26,12/25/2022 10:48
1,731,0,60,13,19,17,26,12/25/2022 10:50
1,795,0,60,13,19,17,26,12/25/2022 10:52
1,785,0,60,14,20,18,26,12/25/2022 10:54
1,813,0,59,16,22,20,26,12/25/2022 10:56
1,830,0,59,15,21,19,26,12/25/2022 10:58
1,757,0,59,13,19,17,26,12/25/2022 11:02
1,801,0,59,16,22,20,25,12/25/2022 11:04
1,736,0,59,16,22,20,25,12/25/2022 11:06
1,876,0,59,16,22,20,26,12/25/2022 11:08
1,768,0,59,13,19,17,26,12/25/2022 11:10
1,794,0,59,16,22,20,25,12/25/2022 11:12
1,760,0,60,15,21,19,25,12/25/2022 11:14
1,913,0,60,13,18,16,25,12/25/2022 11:16
1,629,0,60,15,21,19,25,12/25/2022 11:18
1,788,0,60,14,20,18,25,12/25/2022 11:20
1,985,0,60,16,22,20,25,12/25/2022 11:22
1,777,0,60,15,21,19,25,12/25/2022 11:24
1,809,0,60,15,21,19,25,12/25/2022 11:26
1,824,0,60,14,20,18,25,12/25/2022 11:28
1,797,0,60,14,20,18,26,12/25/2022 11:30
1,760,0,60,15,21,19,26,12/25/2022 11:32
1,924,0,60,15,21,19,26,12/25/2022 11:34
1,819,0,59,14,20,18,26,12/25/2022 11:36
1,826,0,59,14,20,18,26,12/25/2022 11:38
1,829,0,59,15,21,19,26,12/25/2022 11:40
1,794,0,59,16,22,20,26,12/25/2022 11:42
1,801,0,59,14,20,18,26,12/25/2022 11:44
1,863,0,59,13,19,17,26,12/25/2022 11:46
1,833,0,59,15,21,19,26,12/25/2022 11:48
1,832,0,59,14,20,18,26,12/25/2022 11:50
1,764,0,60,14,20,18,26,12/25/2022 11:52
1,758,0,60,13,18,16,26,12/25/2022 11:54
1,831,0,60,14,20,18,25,12/25/2022 11:56
1,781,0,60,14,20,18,26,12/25/2022 11:58
1,830,0,60,13,19,17,25,12/25/2022 12:02
1,806,0,60,13,18,16,25,12/25/2022 12:04
1,858,0,60,15,21,19,25,12/25/2022 12:06
1,838,0,60,13,18,16,25,12/25/2022 12:08
1,803,0,60,14,20,18,25,12/25/2022 12:10
1,858,0,60,13,19,17,25,12/25/2022 12:12
1,740,0,60,13,18,16,25,12/25/2022 12:14
1,856,0,61,13,19,17,25,12/25/2022 12:16
1,634,0,61,13,18,16,25,12/25/2022 12:18
1,886,0,61,13,18,16,25,12/25/2022 12:20
1,821,0,61,13,18,16,25,12/25/2022 12:22
1,736,0,60,14,20,18,25,12/25/2022 12:24
1,799,0,60,14,20,18,25,12/25/2022 12:26
1,800,0,60,15,21,19,25,12/25/2022 12:28
1,791,0,60,14,20,18,25,12/25/2022 12:30
1,788,0,60,13,19,17,25,12/25/2022 12:32
1,739,0,60,13,18,16,25,12/25/2022 12:34
1,872,0,60,13,18,16,25,12/25/2022 12:36
1,817,0,60,14,20,18,25,12/25/2022 12:38
1,748,0,60,14,20,18,25,12/25/2022 12:40
1,804,0,61,15,21,19,25,12/25/2022 12:42
1,830,0,61,15,21,19,25,12/25/2022 12:44
1,838,0,61,15,21,19,25,12/25/2022 12:46
1,657,0,61,13,19,17,25,12/25/2022 12:48
1,864,0,61,13,19,17,25,12/25/2022 12:50
1,838,0,61,16,22,20,25,12/25/2022 12:52
1,679,0,61,13,19,17,25,12/25/2022 12:54
1,841,0,61,16,22,20,25,12/25/2022 12:56
1,811,0,61,13,18,16,25,12/25/2022 12:58
1,833,0,60,13,19,17,25,12/25/2022 13:02
1,778,0,60,13,18,16,26,12/25/2022 13:04
1,818,0,60,13,19,17,26,12/25/2022 13:06
1,890,0,60,13,18,16,26,12/25/2022 13:08
1,891,0,60,14,20,18,25,12/25/2022 13:10
1,818,0,61,13,18,16,25,12/25/2022 13:12
1,1028,0,61,15,21,19,25,12/25/2022 13:14
1,819,0,61,10,14,13,25,12/25/2022 13:16
1,835,0,60,14,20,18,26,12/25/2022 13:18
1,848,0,60,13,18,16,26,12/25/2022 13:20
1,1091,0,60,15,21,19,26,12/25/2022 13:22
1,871,0,60,15,21,19,26,12/25/2022 13:24
1,884,0,60,14,20,18,26,12/25/2022 13:26
1,890,0,60,14,20,18,26,12/25/2022 13:28
1,850,0,60,12,17,15,26,12/25/2022 13:30
1,1008,0,60,13,18,16,26,12/25/2022 13:32
1,860,0,59,13,19,17,26,12/25/2022 13:34
1,873,0,59,14,20,18,26,12/25/2022 13:36
1,845,0,60,14,20,18,26,12/25/2022 13:38
1,854,0,60,14,20,18,25,12/25/2022 13:40
1,849,0,60,14,20,18,26,12/25/2022 13:42
1,1072,0,60,14,20,18,25,12/25/2022 13:44
1,881,0,61,14,20,18,25,12/25/2022 13:46
1,718,0,60,14,20,18,25,12/25/2022 13:48
1,855,0,60,15,21,19,25,12/25/2022 13:50
1,857,0,61,15,21,19,25,12/25/2022 13:52
1,899,0,61,13,19,17,25,12/25/2022 13:54
1,772,0,61,14,20,18,25,12/25/2022 13:56
1,834,0,61,13,19,17,25,12/25/2022 13:58
1,854,0,61,15,21,19,25,12/25/2022 14:02
1,816,0,60,15,21,19,25,12/25/2022 14:04
1,837,0,61,16,22,20,25,12/25/2022 14:06
1,834,0,60,13,19,17,25,12/25/2022 14:08
1,845,0,60,17,23,21,25,12/25/2022 14:10
1,819,0,60,16,22,20,25,12/25/2022 14:12
1,850,0,60,17,24,22,25,12/25/2022 14:14
1,832,0,60,15,21,19,25,12/25/2022 14:16
1,856,0,61,14,20,18,25,12/25/2022 14:18
1,819,0,61,14,20,18,25,12/25/2022 14:20
1,850,0,61,13,18,16,25,12/25/2022 14:22
1,853,0,62,13,19,17,25,12/25/2022 14:24
1,734,0,61,14,20,18,25,12/25/2022 14:26
1,728,0,61,17,23,21,25,12/25/2022 14:28
1,891,0,61,17,23,21,25,12/25/2022 14:30
1,794,0,61,17,23,21,25,12/25/2022 14:32
1,788,0,61,17,24,22,25,12/25/2022 14:34
1,787,0,61,16,22,20,25,12/25/2022 14:36
1,761,0,61,17,23,21,25,12/25/2022 14:38
1,777,0,61,16,22,20,25,12/25/2022 14:40
1,782,0,61,18,26,23,25,12/25/2022 14:42
1,739,0,60,18,26,23,25,12/25/2022 14:44
1,739,0,61,16,22,20,25,12/25/2022 14:46
1,716,0,61,17,23,21,25,12/25/2022 14:48
1,755,0,61,17,23,21,25,12/25/2022 14:50
1,711,0,61,15,21,19,25,12/25/2022 14:52
1,732,0,61,16,22,20,25,12/25/2022 14:54
1,776,0,61,18,26,23,25,12/25/2022 14:56
1,710,0,61,17,23,21,26,12/25/2022 14:58
1,868,0,60,18,26,23,26,12/25/2022 15:02
1,720,0,60,17,24,22,26,12/25/2022 15:04
1,770,0,60,17,23,21,26,12/25/2022 15:06
1,746,0,60,17,24,22,26,12/25/2022 15:08
1,716,0,60,16,22,20,25,12/25/2022 15:10
1,751,0,60,15,21,19,25,12/25/2022 15:12
1,750,0,60,14,20,18,25,12/25/2022 15:14
1,776,0,60,13,19,17,25,12/25/2022 15:16
1,738,0,60,16,22,20,26,12/25/2022 15:18
1,729,0,60,15,21,19,25,12/25/2022 15:20
1,740,0,61,14,20,18,25,12/25/2022 15:22
1,756,0,61,17,23,21,25,12/25/2022 15:24
1,801,0,60,16,22,20,26,12/25/2022 15:26
1,854,0,60,17,23,21,26,12/25/2022 15:28
1,753,0,60,17,24,22,26,12/25/2022 15:30
1,762,0,60,14,20,18,26,12/25/2022 15:32
1,742,0,60,15,21,19,25,12/25/2022 15:34
1,734,0,60,14,20,18,25,12/25/2022 15:36
1,717,0,61,16,22,20,25,12/25/2022 15:38
1,729,0,61,17,23,21,25,12/25/2022 15:40
1,722,0,61,16,22,20,25,12/25/2022 15:42
1,675,0,61,17,24,22,25,12/25/2022 15:44
1,668,0,61,15,21,19,25,12/25/2022 15:46
1,639,0,62,16,22,20,25,12/25/2022 15:48
1,707,0,62,16,22,20,25,12/25/2022 15:50
1,728,0,62,14,20,18,25,12/25/2022 15:52
1,753,0,61,14,20,18,25,12/25/2022 15:54
1,769,0,61,17,23,21,26,12/25/2022 15:56
1,704,0,61,17,23,21,26,12/25/2022 15:58
1,684,0,61,17,23,21,26,12/25/2022 16:02
1,688,0,61,16,22,20,26,12/25/2022 16:04
1,660,0,61,17,23,21,25,12/25/2022 16:06
1,807,0,61,17,24,22,26,12/25/2022 16:08
1,550,0,61,17,23,21,26,12/25/2022 16:10
1,692,0,60,17,23,21,26,12/25/2022 16:12
1,696,0,60,15,21,19,26,12/25/2022 16:14
1,644,0,60,17,24,22,26,12/25/2022 16:16
1,687,0,60,17,24,22,26,12/25/2022 16:18
1,696,0,60,16,22,20,26,12/25/2022 16:20
1,662,0,60,17,24,21,26,12/25/2022 16:22
1,671,0,60,16,22,20,26,12/25/2022 16:24
1,666,0,60,16,22,20,26,12/25/2022 16:26
1,689,0,60,15,21,19,26,12/25/2022 16:28
1,717,0,60,11,15,14,26,12/25/2022 16:30
1,650,0,60,12,17,15,26,12/25/2022 16:32
1,643,0,60,14,20,18,26,12/25/2022 16:34
1,658,0,60,13,19,17,26,12/25/2022 16:36
1,670,0,60,13,19,17,26,12/25/2022 16:38
1,578,0,60,12,17,15,26,12/25/2022 16:40
1,712,0,61,12,17,15,26,12/25/2022 16:42
1,680,0,61,12,17,15,26,12/25/2022 16:44
1,766,0,61,12,17,15,26,12/25/2022 16:46
1,684,0,62,13,19,17,26,12/25/2022 16:48
1,704,0,62,12,17,15,26,12/25/2022 16:50
1,710,0,62,13,18,16,26,12/25/2022 16:52
1,695,0,62,14,20,18,26,12/25/2022 16:54
1,663,0,62,13,18,16,26,12/25/2022 16:56
1,618,0,62,13,19,17,26,12/25/2022 16:58
1,764,0,62,13,18,16,30,12/25/2022 17:02
1,821,0,62,15,21,19,26,12/25/2022 17:04
1,711,0,63,16,22,20,30,12/25/2022 17:06
1,732,0,62,16,22,20,30,12/25/2022 17:08
1,754,0,63,16,22,20,26,12/25/2022 17:10
1,604,0,63,16,22,20,30,12/25/2022 17:12
1,832,0,63,16,22,20,26,12/25/2022 17:14
1,671,0,63,14,20,18,30,12/25/2022 17:16
1,754,0,63,15,21,19,30,12/25/2022 17:18
1,756,0,63,16,22,20,30,12/25/2022 17:20
1,703,0,63,15,21,19,30,12/25/2022 17:22
1,861,0,63,16,22,20,30,12/25/2022 17:24
1,781,0,63,15,21,19,30,12/25/2022 17:26
1,810,0,63,16,22,20,30,12/25/2022 17:28
1,821,0,63,16,22,20,30,12/25/2022 17:30
1,716,0,63,16,22,20,30,12/25/2022 17:32
1,717,0,63,16,22,20,30,12/25/2022 17:34
1,751,0,63,17,24,22,30,12/25/2022 17:36
1,765,0,63,16,22,20,26,12/25/2022 17:38
1,614,0,63,16,22,20,26,12/25/2022 17:40
1,762,0,63,16,22,20,26,12/25/2022 17:42
1,832,0,63,17,23,21,26,12/25/2022 17:44
1,827,0,63,16,22,20,30,12/25/2022 17:46
1,727,0,63,15,21,19,26,12/25/2022 17:48
1,808,0,63,17,24,22,26,12/25/2022 17:50
1,816,0,63,16,22,20,26,12/25/2022 17:52
1,666,0,63,17,23,21,26,12/25/2022 17:54
1,727,0,63,17,23,21,26,12/25/2022 17:56
1,806,0,63,17,23,21,26,12/25/2022 17:58
1,657,0,63,15,21,19,26,12/25/2022 18:02
1,728,0,63,10,14,13,26,12/25/2022 18:04
1,780,0,63,13,18,16,26,12/25/2022 18:06
1,752,0,64,13,19,17,26,12/25/2022 18:08
1,752,0,63,12,17,15,26,12/25/2022 18:10
1,736,0,63,10,14,13,26,12/25/2022 18:12
1,590,0,63,8,12,11,26,12/25/2022 18:14
1,716,0,62,12,17,15,26,12/25/2022 18:16
1,764,0,62,10,14,13,26,12/25/2022 18:18
1,750,0,62,11,15,14,26,12/25/2022 18:20
1,705,0,62,11,15,14,26,12/25/2022 18:22
1,716,0,63,9,13,12,26,12/25/2022 18:24
1,756,0,63,12,17,15,26,12/25/2022 18:26
1,735,0,63,9,13,12,26,12/25/2022 18:28
1,748,0,63,13,18,16,26,12/25/2022 18:30
1,738,0,63,13,18,16,26,12/25/2022 18:32
1,727,0,64,12,17,15,26,12/25/2022 18:34
1,738,0,64,13,18,16,26,12/25/2022 18:36
1,738,0,64,13,18,16,26,12/25/2022 18:38
1,776,0,64,14,20,18,26,12/25/2022 18:40
1,766,0,64,11,15,14,26,12/25/2022 18:42
1,756,0,64,10,14,13,26,12/25/2022 18:44
1,735,0,64,9,13,12,26,12/25/2022 18:46
1,737,0,64,11,15,14,30,12/25/2022 18:48
1,721,0,64,13,18,16,30,12/25/2022 18:50
1,717,0,64,11,15,14,30,12/25/2022 18:52
1,712,0,64,11,16,14,30,12/25/2022 18:54
1,638,0,64,11,15,14,30,12/25/2022 18:56
1,664,0,64,12,17,15,30,12/25/2022 18:58
1,792,0,64,15,21,19,30,12/25/2022 19:02
1,743,0,65,15,21,19,30,12/25/2022 19:04
1,697,0,65,13,19,17,30,12/25/2022 19:06
1,696,0,65,16,22,20,30,12/25/2022 19:08
1,628,0,65,17,23,21,30,12/25/2022 19:10
1,795,0,65,19,27,24,30,12/25/2022 19:12
1,653,0,65,20,28,25,30,12/25/2022 19:14
1,682,0,65,18,26,23,30,12/25/2022 19:16
1,687,0,65,17,24,22,30,12/25/2022 19:18
1,677,0,65,17,23,21,30,12/25/2022 19:20
1,682,0,65,18,26,23,30,12/25/2022 19:22
1,687,0,65,14,20,18,30,12/25/2022 19:24
1,682,0,65,12,17,15,30,12/25/2022 19:26
1,729,0,65,11,15,14,30,12/25/2022 19:28
1,769,0,65,13,18,16,30,12/25/2022 19:30
1,677,0,65,14,20,18,30,12/25/2022 19:32
1,657,0,65,15,21,19,30,12/25/2022 19:34
1,734,0,65,12,17,15,30,12/25/2022 19:36
1,719,0,65,11,15,14,30,12/25/2022 19:38
1,739,0,65,13,19,17,26,12/25/2022 19:40
1,670,0,65,16,22,20,30,12/25/2022 19:42
1,642,0,65,15,21,19,30,12/25/2022 19:44
1,682,0,65,15,21,19,26,12/25/2022 19:46
1,606,0,65,12,17,15,26,12/25/2022 19:48
1,692,0,65,16,22,20,26,12/25/2022 19:50
1,725,0,65,14,20,18,30,12/25/2022 19:52
1,734,0,65,13,19,17,26,12/25/2022 19:54
1,788,0,65,15,21,19,26,12/25/2022 19:56
1,625,0,65,14,20,18,30,12/25/2022 19:58
1,674,0,65,13,18,16,26,12/25/2022 20:02
1,673,0,65,10,14,13,26,12/25/2022 20:04
1,656,0,65,10,14,13,26,12/25/2022 20:06
1,651,0,65,12,17,15,30,12/25/2022 20:08
1,656,0,65,10,14,13,30,12/25/2022 20:10
1,700,0,65,11,15,14,30,12/25/2022 20:12
1,660,0,65,14,20,18,30,12/25/2022 20:14
1,657,0,65,11,15,14,30,12/25/2022 20:16
1,669,0,65,13,18,16,30,12/25/2022 20:18
1,664,0,65,12,17,15,30,12/25/2022 20:20
1,667,0,65,14,20,18,30,12/25/2022 20:22
1,666,0,65,12,17,15,30,12/25/2022 20:24
1,533,0,65,11,15,14,30,12/25/2022 20:26
1,696,0,65,16,22,20,30,12/25/2022 20:28
1,621,0,65,14,20,18,30,12/25/2022 20:30
1,634,0,65,14,20,18,30,12/25/2022 20:32
1,588,0,65,13,19,17,30,12/25/2022 20:34
1,793,0,65,13,18,16,30,12/25/2022 20:36
1,650,0,66,20,28,25,30,12/25/2022 20:38
1,682,0,65,13,19,17,30,12/25/2022 20:40
1,619,0,66,12,17,15,30,12/25/2022 20:42
1,589,0,66,14,20,18,30,12/25/2022 20:44
1,752,0,66,16,22,20,30,12/25/2022 20:46
1,693,0,66,16,22,20,30,12/25/2022 20:48
1,694,0,66,14,20,18,30,12/25/2022 20:50
1,688,0,66,15,21,19,30,12/25/2022 20:52
1,627,0,66,10,14,13,30,12/25/2022 20:54
1,433,0,66,14,20,18,30,12/25/2022 20:56
1,667,0,66,17,23,21,30,12/25/2022 20:58
1,492,0,66,13,19,17,30,12/25/2022 21:02
1,613,0,66,17,23,21,26,12/25/2022 21:04
1,571,0,66,14,20,18,26,12/25/2022 21:06
1,558,0,66,17,23,21,26,12/25/2022 21:08
1,576,0,66,13,19,17,30,12/25/2022 21:10
1,655,0,66,13,18,16,26,12/25/2022 21:12
1,577,0,66,12,17,15,30,12/25/2022 21:14
1,449,0,66,14,20,18,26,12/25/2022 21:16
1,532,0,66,16,22,20,26,12/25/2022 21:18
1,561,0,66,14,20,18,30,12/25/2022 21:20
1,569,0,66,19,27,24,26,12/25/2022 21:22
1,376,0,69,35,49,44,26,12/25/2022 21:24
1,368,0,69,35,49,44,26,12/25/2022 21:26
1,356,0,69,36,51,45,26,12/25/2022 21:28
1,400,0,69,35,48,43,26,12/25/2022 21:30
1,394,0,69,37,52,46,26,12/25/2022 21:32
1,388,0,69,38,53,47,26,12/25/2022 21:34
1,371,0,69,39,54,48,26,12/25/2022 21:36
1,346,0,69,37,52,46,26,12/25/2022 21:38
1,394,0,70,36,51,45,26,12/25/2022 21:40
1,382,0,70,35,48,43,26,12/25/2022 21:42
1,374,0,70,38,53,47,26,12/25/2022 21:44
1,383,0,69,38,54,47,26,12/25/2022 21:46
1,359,0,70,37,52,46,30,12/25/2022 21:48
1,367,0,70,38,53,47,30,12/25/2022 21:50
1,369,0,69,36,51,45,26,12/25/2022 21:52
1,380,0,69,39,54,48,30,12/25/2022 21:54
1,285,0,70,37,52,46,30,12/25/2022 21:56
1,322,0,70,37,52,46,30,12/25/2022 21:58
1,247,0,70,38,53,47,30,12/25/2022 22:02
1,436,0,70,37,52,46,26,12/25/2022 22:04
1,270,0,70,38,53,47,30,12/25/2022 22:06
1,322,0,70,38,53,47,30,12/25/2022 22:08
1,315,0,70,39,54,48,30,12/25/2022 22:10
1,381,0,70,39,54,48,30,12/25/2022 22:12
1,388,0,70,38,53,47,30,12/25/2022 22:14
1,384,0,70,35,48,43,30,12/25/2022 22:16
1,368,0,70,36,51,45,30,12/25/2022 22:18
1,370,0,70,37,52,46,30,12/25/2022 22:20
1,456,0,70,36,51,45,30,12/25/2022 22:22
1,357,0,70,35,49,44,30,12/25/2022 22:24
1,376,0,70,37,52,46,30,12/25/2022 22:26
1,368,0,70,38,53,47,30,12/25/2022 22:28
1,380,0,70,37,53,46,30,12/25/2022 22:30
1,354,0,70,36,51,45,30,12/25/2022 22:32
1,473,0,70,36,51,45,30,12/25/2022 22:34
1,237,0,70,35,49,44,30,12/25/2022 22:36
1,365,0,70,35,48,43,30,12/25/2022 22:38
1,373,0,70,35,49,44,30,12/25/2022 22:40
1,366,0,70,37,52,46,30,12/25/2022 22:42
1,377,0,70,37,52,46,30,12/25/2022 22:44
1,367,0,70,35,48,43,30,12/25/2022 22:46
1,360,0,70,35,49,44,30,12/25/2022 22:48
1,367,0,70,36,51,45,30,12/25/2022 22:50
1,367,0,70,34,47,42,30,12/25/2022 22:52
1,375,0,70,34,47,42,30,12/25/2022 22:54
1,371,0,70,35,48,43,30,12/25/2022 22:56
1,373,0,70,38,53,47,30,12/25/2022 22:58
1,369,0,70,38,53,47,30,12/25/2022 23:02
1,370,0,70,37,52,46,30,12/25/2022 23:04
1,375,0,70,34,47,42,30,12/25/2022 23:06
1,376,0,70,35,48,43,30,12/25/2022 23:08
1,363,0,70,35,48,43,30,12/25/2022 23:10
1,334,0,70,37,52,46,30,12/25/2022 23:12
1,388,0,70,35,48,43,30,12/25/2022 23:14
1,486,0,70,38,53,47,30,12/25/2022 23:16
1,376,0,70,35,49,44,30,12/25/2022 23:18
1,366,0,70,36,51,45,30,12/25/2022 23:20
1,370,0,70,35,48,43,30,12/25/2022 23:22
1,370,0,70,35,49,44,30,12/25/2022 23:24
1,315,0,70,35,48,43,30,12/25/2022 23:26
1,363,0,70,35,49,44,30,12/25/2022 23:28
1,434,0,70,35,49,44,30,12/25/2022 23:30
1,366,0,70,34,47,42,30,12/25/2022 23:32
1,377,0,70,34,47,42,30,12/25/2022 23:34
1,346,0,70,38,53,47,30,12/25/2022 23:36
1,404,0,70,35,48,43,30,12/25/2022 23:38
1,380,0,70,33,46,41,30,12/25/2022 23:40
1,469,0,70,35,49,44,30,12/25/2022 23:42
1,432,0,70,31,44,39,30,12/25/2022 23:44
1,353,0,70,37,52,46,30,12/25/2022 23:46
1,365,0,70,36,51,45,30,12/25/2022 23:48
1,372,0,70,32,45,40,30,12/25/2022 23:50
1,364,0,70,35,49,44,30,12/25/2022 23:52
1,485,0,70,37,52,46,30,12/25/2022 23:54
1,339,0,70,34,47,42,30,12/25/2022 23:56
1,280,0,70,34,47,42,30,12/25/2022 23:58
1,440,0,70,35,49,44,30,12/26/2022 0:02
1,339,0,70,35,49,44,30,12/26/2022 0:04
1,337,0,70,35,48,43,30,12/26/2022 0:06
1,370,0,70,35,48,43,30,12/26/2022 0:08
1,339,0,70,35,48,43,30,12/26/2022 0:10
1,347,0,70,33,46,41,30,12/26/2022 0:12
1,331,0,70,35,49,44,30,12/26/2022 0:14
1,352,0,70,35,49,44,30,12/26/2022 0:16
1,369,0,70,34,47,42,30,12/26/2022 0:18
1,765,0,70,36,51,45,30,12/26/2022 0:20
1,482,0,70,35,49,44,30,12/26/2022 0:22
1,368,0,70,36,51,45,30,12/26/2022 0:24
1,357,0,70,34,47,42,30,12/26/2022 0:26
1,345,0,70,35,49,44,30,12/26/2022 0:28
1,375,0,70,35,48,43,30,12/26/2022 0:30
1,364,0,70,36,51,45,30,12/26/2022 0:32
1,445,0,70,33,46,41,30,12/26/2022 0:34
1,308,0,70,37,53,46,30,12/26/2022 0:36
1,349,0,70,37,52,46,30,12/26/2022 0:38
1,362,0,70,34,47,42,30,12/26/2022 0:40
1,346,0,70,35,48,43,30,12/26/2022 0:42
1,765,0,70,35,49,44,30,12/26/2022 0:44
1,412,0,70,34,47,42,30,12/26/2022 0:46
1,313,0,70,35,48,43,30,12/26/2022 0:48
1,352,0,70,35,49,44,30,12/26/2022 0:50
1,346,0,70,33,46,41,30,12/26/2022 0:52
1,367,0,70,34,47,42,30,12/26/2022 0:54
1,368,0,70,34,47,42,30,12/26/2022 0:56
1,409,0,70,34,47,42,30,12/26/2022 0:58
1,324,0,70,34,47,42,30,12/26/2022 1:02
1,411,0,70,37,52,46,30,12/26/2022 1:04
1,335,0,70,35,49,44,30,12/26/2022 1:06
1,360,0,70,34,47,42,30,12/26/2022 1:08
1,357,0,70,34,47,42,30,12/26/2022 1:10
1,343,0,70,35,48,43,30,12/26/2022 1:12
